"airlineid","airlinename","alias","countryid"
"3847","Pacific Air Charter","","16"
"3848","Pacific Air Express","","16"
"3849","Pacific Air Transport","","16"
"3850","Jetstar Pacific","Pacific Airlines","206"
"3851","Pacific Alaska Airlines","","16"
"3852","Pacific Aviation (Australia)","","125"
"3853","Pacific Aviation (United States)","","16"
"3854","Pacific Blue","","132"
"3855","Pacific Coast Airlines","","16"
"3856","Pacific Coastal Airline","","4"
"3857","Pacific East Asia Cargo Airlines","","158"
"3858","Pacific Flight Services","","211"
"3859","Pacific International Airlines","","16"
"3860","Pacific Island Aviation","","16"
"3861","Pacific Jet","","16"
"3862","Pacific Pearl Airways","","158"
"3863","Pacific Rim Airways","","125"
"3864","Pacific Southwest Airlines","","16"
"3865","Pacific Wings","","16"
"3866","Pacificair","","158"
"3867","Pacificair Airlines","","16"
"3868","Package Express","","16"
"3869","Paisajes Espanoles","","60"
"3870","Pak West Airlines","","16"
"3871","Pakistan International Airlines","PIA Pakistan International","145"
"3872","Pakker Avio","","17"
"3873","Pal Aerolineas","","111"
"3874","Palau Asia Pacific Airlines","","154"
"3875","Palau Trans Pacific Airline","","154"
"3876","Palestinian Airlines","","73"
"3877","Palmer Aviation","","19"
"3878","Pamir Airways","","134"
"3879","Pan African Air Services","","61"
"3880","Pan African Airways","","74"
"3881","Pan Air","","16"
"3882","Pan Am Weather Systems","","16"
"3883","Pan Am World Airways","","107"
"3885","Pan American Airways","","16"
"3886","Pan American World Airways","","16"
"3887","Pan Europeenne Air Service","","86"
"3888","Pan Havacilik Ve Ticaret","","99"
"3889","Pan Malaysian Air Transport","","208"
"3890","Pan-Air","","111"
"3891","Panafrican Airways","","242"
"3892","Panagra Airways","","16"
"3893","Panamedia","","60"
"3894","Panavia","","113"
"3895","Panh","","190"
"3896","Pannon Air Service","","88"
"3897","Panorama","","60"
"3898","Panorama Air Tour","","16"
"3899","Panorama Flight Service","","16"
"3900","Pantanal Linhas Aéreas","","160"
"3901","Papair Terminal","","116"
"3902","Paradise Airways","","16"
"3903","Paradise Island Airways","","16"
"3904","Paragon Air Express","","16"
"3905","Paragon Global Flight Support","","19"
"3906","Paramount Airlines","","61"
"3907","Paramount Airways","","195"
"3908","Parcel Express","","16"
"3909","Pariz Air","","137"
"3910","Pars Aviation Service","","137"
"3911","Parsa","","113"
"3912","Parsons Airways Northern","","4"
"3913","Pascan Aviation","","4"
"3914","Passaredo Transportes Aereos","","160"
"3915","Patria Cargas Aereas","","138"
"3916","Patriot Aviation Limited","","19"
"3917","Patterson Aviation Company","","16"
"3918","Pawan Hans","","195"
"3919","Payam Air","","137"
"3920","Peach Air","","19"
"3921","Pearl Air","","145"
"3922","Pearl Air Services","","80"
"3923","Pearl Airways","","116"
"3924","Peau VavaGʻ@u","","123"
"3925","Pecotox Air","","100"
"3926","Pegasus Airlines","","99"
"3927","Pegasus Aviation","","85"
"3928","Pegasus Hava Tasimaciligi","","99"
"3929","Pegasus Helicopters","","29"
"3930","Pelican Air Services","","32"
"3931","Pelican Express","","16"
"3932","Pelita Air Service","","205"
"3933","Pem-Air","","4"
"3934","Pen-Avia","","19"
"3935","Peninsula Airways","","16"
"3936","Peninter Aerea","","111"
"3937","Penya De L'Aire","","60"
"3938","Peran","","187"
"3939","Perforadora Central","","111"
"3940","Perimeter Aviation","","4"
"3941","Perm Airlines","","190"
"3942","Personas Y Pasquetes Por Air","","111"
"3943","Peruvian Air Force","","168"
"3944","Peruvian Navy","","168"
"3945","Petroleos Mexicanos","","111"
"3946","Petroleum Helicopters","","16"
"3947","Petroleum Helicopters de Colombia","","164"
"3948","Petropavlovsk-Kamchatsk Air Enterprise","","190"
"3949","Petty Transport","","16"
"3950","Phenix Aviation","","86"
"3951","Phetchabun Airline","","204"
"3952","Philippine Airlines","","158"
"3953","Philips Aviation Services","","24"
"3954","Phillips Air","","16"
"3955","Phillips Alaska","","16"
"3956","Phillips Michigan City Flying Service","","16"
"3957","Phoebus Apollo Aviation","","32"
"3958","Phoebus Apolloa Zambia","","43"
"3959","Phoenix Air Group","","16"
"3960","Phoenix Air Lines","","160"
"3961","Phoenix Air Service","","15"
"3962","Phoenix Air Transport","","16"
"3963","Phoenix Airline Services","","16"
"3964","Phoenix Airways","","98"
"3965","Phoenix Avia","","219"
"3966","Phoenix Aviation","","188"
"3967","Phoenix Flight Operations","","16"
"3968","Phuket Air","","204"
"3969","Piedmont Airlines (1948-1989)","","16"
"3970","Pilatus Flugzeugwerke","","98"
"3971","Pilatus PC-12 Center De Mexico","","111"
"3972","Pimichikamac Air","","4"
"3973","Pineapple Air","","119"
"3974","Pinframat","","48"
"3975","Pinnacle Air Group","","16"
"3976","Pinnacle Airlines","","16"
"3977","Pioneer Airlines","","16"
"3978","Pioneers Limited","","145"
"3979","Pirinair Express","","60"
"3980","Planar","","48"
"3981","Planemaster Services","","16"
"3982","Planet Airways","","16"
"3983","Players Air","","16"
"3984","Ploizeihubschrauberstaffel Hamburg","","15"
"3985","Plymouth School of Flying","","19"
"3986","Pocono Air Lines","","16"
"3987","Podilia-Avia","","191"
"3988","Point Afrique Niger","","11"
"3989","Point Airlines","","10"
"3990","Pointair Burkina","","7"
"3991","Points of Call Airlines","","4"
"3992","Polar Air Cargo","","16"
"3993","Polar Airlines de Mexico","","111"
"3994","Polestar Aviation","","19"
"3995","Polet","","190"
"3996","Police Aux Frontiers","","86"
"3997","Police Aviation Services","","19"
"3998","Polish Air Force","","30"
"3999","Polish Navy","","30"
"4000","Polizeifliegerstaffel Nordrhein-Westfalen","","15"
"4001","Polizeihibschrauberstaffel Neidersachsen","","15"
"4002","Polizeihuberschrauberstaffel Sachsen-Anhalt","","15"
"4003","Polizeihubschrafterstaffel Rheinland-Pfalz","","15"
"4004","Polizeihubschrauberstaffel Baden-Wurtemberg","","15"
"4005","Polizeihubschrauberstaffel Bayern","","15"
"4006","Polizeihubschrauberstaffel Brandenburg","","15"
"4007","Polizeihubschrauberstaffel Hessen","","15"
"4008","Polizeihubschrauberstaffel Mecklenburg-Vorpommern","","15"
"4009","Polizeihubschrauberstaffel Sachsen","","15"
"4010","Polizeihubschrauberstaffel Thuringen","","15"
"4011","Polo Aviation","","19"
"4012","Polynesian Air-Ways","","16"
"4013","Polynesian Airlines","","127"
"4014","Polynesian Blue","","132"
"4015","Polyot Sirena","","190"
"4016","Pond Air Express","","16"
"4017","Pont International Airline Services","","166"
"4018","Pool Aviation","","19"
"4019","Port Townsend Airways","","16"
"4020","Porteadora De Cosola","","111"
"4021","Porter Airlines","","4"
"4022","Portugalia","","95"
"4023","Portuguese Air Force","","95"
"4024","Portuguese Army","","95"
"4025","Portuguese Navy","","95"
"4026","Potomac Air","","16"
"4027","Potosina Del Aire","","111"
"4028","Powell Air","","4"
"4029","Prairie Flying Service","","16"
"4030","Pratt and Whitney Canada","","4"
"4031","Precision Air","","79"
"4032","Precision Airlines","","16"
"4033","Premiair","","28"
"4034","Premiair Aviation Services","","19"
"4035","Premiair Fliyng Club","","19"
"4036","Premium Air Shuttle","","10"
"4037","Premium Aviation","","15"
"4038","Presidence Du Faso","","7"
"4039","Presidencia de La Republica de Guinea Ecuatorial","","38"
"4040","President Airlines","null","197"
"4041","Presidential Aviation","","16"
"4042","Priester Aviation","","16"
"4043","Primair","","190"
"4044","Primaris Airlines","","16"
"4045","Primas Courier","","16"
"4046","Primavia Limited","","19"
"4047","Prime Air","","16"
"4048","Prime Aviation","","187"
"4049","Prince Edward Air","","4"
"4050","Princely Jets","","145"
"4051","Princess Air","","0"
"4052","Princeton Aviation Corporation","","16"
"4053","Priority Air Charter","","16"
"4054","Priority Air Transport","","16"
"4055","Priority Aviation Company","","16"
"4056","Privatair","","98"
"4057","Private Jet Expeditions","","16"
"4058","Private Jet Management","","16"
"4059","Private Wings Flugcharter","","15"
"4060","Privilege Style L","","60"
"4061","Pro Air","","16"
"4062","Pro Air Service","","16"
"4063","Probiz Guinee","","67"
"4064","Professional Express Courier Service","","16"
"4065","Professione VOlare","","89"
"4066","Proflight Commuter Services","","43"
"4067","Promotora Industria Totolapa","","111"
"4068","Propair","","4"
"4069","Propflight Air Services","","43"
"4070","Propheter Aviation","","16"
"4071","Proteus Helicopteres","","86"
"4072","Providence Airline","","16"
"4073","Providence Aviation Services","","145"
"4074","Provincial Airlines","","4"
"4075","Provincial Express","","4"
"4076","Pskovavia","","190"
"4077","Psudiklat Perhubungan Udara/PLP","","205"
"4078","Ptarmigan Airways","","4"
"4079","Publiservicios Aereos","","111"
"4080","Publivoo","","95"
"4081","Puerto Rico National Guard","","16"
"4082","Puerto Vallarta Taxi Aereo","","111"
"4083","Pulkovo Aircraft Services","","190"
"4084","Puma Linhas Aereas","","160"
"4085","Puntavia Air Services","","229"
"4086","Punto Fa","","60"
"4087","Pyramid Air Lines","","73"
"4088","Qanot Sharq","","194"
"4089","Qantas","Qantas Airways","125"
"4090","Qatar Air Cargo","","148"
"4091","Qatar Airways","","148"
"4092","Qatar Amiri Flight","","148"
"4093","Qeshm Air","","137"
"4094","Quantex Environmental","","4"
"4095","Quebec Government Air Service","","4"
"4096","Queen Air","","107"
"4097","Quest Diagnostics","","16"
"4098","Quick Air Jet Charter","","15"
"4099","Quick Airways Holland","","24"
"4100","Quisqueya Airlines","","116"
"4101","Qurinea Air Service","","75"
"4102","Qwest Commuter Corporation","","16"
"4103","Qwestair","","125"
"4104","Qwila Air","","32"
"4105","RA Jet Aeroservicios","","111"
"4106","RACSA","","108"
"4107","RAF Barkston Heath","","19"
"4108","Church Fenton Flying Training Unit","","19"
"4109","Coltishall Flying Training Unit","","19"
"4110","Coningsby Flying Training Unit","","19"
"4111","Cottesmore Flying Training Unit","","19"
"4112","Cranwell Flying Training Unit","","19"
"4113","Kinloss Flying Training Unit","","19"
"4114","Leeming Flying Training Unit","","19"
"4115","RAF Leuchars","","19"
"4116","Linton-on-Ouse Flying Training Unit","","19"
"4117","Lossiemouth Flying Training Unit","","19"
"4118","Marham Flying Training Unit","","19"
"4119","Northwood Headquarters (RAF","","19"
"4120","RAF Scampton","","19"
"4121","RAF St Athan","","311"
"4122","RAF St Mawgan Search and Rescue","","19"
"4123","RAF Topcliffe Flying Training Unit","","19"
"4124","RAF Valley Flying Training Unit","","19"
"4125","RAF Valley SAR Training Unit","","19"
"4126","Waddington FTU","","19"
"4127","Wittering FTU","","19"
"4128","RAF-Avia","","217"
"4129","RAK Airways","","143"
"4130","RWL Luftfahrtgesellschaft","","15"
"4131","Rabbit-Air","","98"
"4132","Race Cargo Airlines","","8"
"4133","Rader Aviation","","16"
"4134","Radixx Solutions International","","16"
"4135","Raji Airlines","","145"
"4136","Raleigh Flying Service","","16"
"4137","Ram Air Freight","","16"
"4138","Ram Aircraft Corporation","","16"
"4139","Ramp 66","","16"
"4140","Rangemile Limited","","19"
"4141","Raslan Air Service","","73"
"4142","Rath Aviaton","","94"
"4143","Ratkhan Air","","187"
"4144","Raven Air","","19"
"4145","Raven Air","","16"
"4146","Ray Aviation","","92"
"4147","Raya Jet","","139"
"4148","Raytheon Aircraft Company","","16"
"4149","Raytheon Corporate Jets","","19"
"4150","Raytheon Travel Air","","16"
"4151","Real Aero Club De Baleares","","60"
"4152","Real Aero Club de Reus-Costa Dorado","","60"
"4153","Real Aeroclub De Ternerife","","60"
"4154","Real Aviation","","8"
"4155","Rebus","","82"
"4156","Red Aviation","","19"
"4157","Red Baron Aviation","","16"
"4158","Red Devils Parachute Display Team","","19"
"4159","Red Sea Aviation","","73"
"4160","Red Sky Ventures","","228"
"4161","Red Star","","143"
"4162","Redhill Aviation","","19"
"4163","Reed Aviation","","19"
"4164","Reef Air","","132"
"4165","Reem Air","","188"
"4166","Reeve Aleutian Airways","","16"
"4167","Regal Bahamas International Airways","","119"
"4168","Regency Airlines","","16"
"4169","Regent Air","","4"
"4170","Regio Air","","15"
"4171","Region Air","","4"
"4172","Regional 1","","4"
"4173","Regional Air","","66"
"4174","Regional Air Express","","15"
"4175","Regional Air Lines","","64"
"4176","Regional Air Services","","79"
"4177","Regional Airlines","","64"
"4178","Regional Express","","125"
"4179","Regional Geodata Air","","60"
"4180","RegionsAir","","16"
"4181","Reliance Aviation","","16"
"4182","Reliant Airlines","","16"
"4183","Relief Transport Services","","19"
"4184","Renan","","100"
"4185","Reno Air","","16"
"4186","Renown Aviation","","16"
"4187","Republic Airlines","","16"
"4188","Republic Express Airlines","","205"
"4189","Republicair","","111"
"4190","Resort Air","","16"
"4191","Rhoades Aviation","","16"
"4192","Riau Airlines","","205"
"4193","Rich International Airways","","16"
"4194","Richards Aviation","","16"
"4195","Richardson's Airway","","16"
"4196","Richland Aviation","","16"
"4197","Rick Lucas Helicopters","","132"
"4198","Rico Linhas A","","160"
"4199","Ridder Avia","","187"
"4200","Riga Airclub","","217"
"4201","Rijnmond Air Services","","312"
"4202","Rikspolisstyrelsen","","31"
"4203","Rimrock Airlines","","16"
"4204","Rio Air Express","","160"
"4205","Rio Airways","","16"
"4206","Rio Grande Air","","16"
"4207","Rio Sul Servi","","160"
"4208","River Ministries Air Charter","","32"
"4209","River State Government of Nigeria","","10"
"4210","Rivne Universal Avia","","191"
"4211","Roadair Lines","","4"
"4212","Robinton Aero","","107"
"4213","Roblex Aviation","","16"
"4214","Rockwell Collins Avionics","","16"
"4215","Rocky Mountain Airlines","","4"
"4216","Rocky Mountain Airways","","16"
"4217","Rocky Mountain Holdings","","16"
"4218","Rodze Air","","10"
"4219","Rog-Air","","4"
"4220","Rollright Aviation","","19"
"4221","Rolls-Royce Limited","","19"
"4222","Rolls-Royce plc","","19"
"4223","Romanian Air Force","","97"
"4224","Romavia","","97"
"4225","Ronso","","111"
"4226","Roraima Airways","","171"
"4227","Rosneft-Baltika","","190"
"4228","Ross Aviation","","16"
"4229","Rossair","","125"
"4230","Rossair","","32"
"4231","Rossair Europe","","24"
"4232","Rossiya","","190"
"4233","Roswell Airlines","","16"
"4234","Air Rarotonga","","121"
"4235","Rotatur","","160"
"4236","Rotormotion","","19"
"4237","Rotterdam Jet Center","","24"
"4238","Rover Airways International","","16"
"4239","Rovos Air","","32"
"4240","Royal Air Cargo","","32"
"4241","Royal Air Force","","19"
"4242","Royal Air Force of Oman","","144"
"4243","Royal Air Force","","19"
"4244","Royal Air Force","","19"
"4245","Royal Air Force","","19"
"4246","Royal Air Force","","19"
"4247","Royal Air Freight","","16"
"4248","Royal Air Maroc","","64"
"4249","Royal Airlines","","145"
"4250","Royal American Airways","","16"
"4251","Royal Aruban Airline","","181"
"4252","Royal Australian Air Force","","125"
"4253","Royal Aviation Express","","4"
"4254","Royal Bahrain Airlines","","135"
"4255","Royal Brunei Airlines","","209"
"4256","Royal Daisy Airlines","","80"
"4257","Royal Ghanaian Airlines","","8"
"4258","Royal Jet","","143"
"4259","Royal Jordanian","","139"
"4260","Royal Jordanian Air Force","","139"
"4261","Royal Khmer Airlines","","197"
"4262","Royal Malaysian Air Force","","208"
"4263","Royal Navy","","19"
"4264","Royal Nepal Airlines","","202"
"4265","Royal Netherland Navy","","24"
"4266","Royal Netherlands Air Force","","24"
